soc_id,EA001,EA002,EA003,EA004,EA005,EA006,EA007,EA008,EA009,EA010,EA011,EA012,EA013,EA014,EA015,EA016,EA017,EA018,EA019,EA020,EA021,EA022,EA023,EA024,EA025,EA026,EA027,EA028,EA029,EA030,EA032,EA033,EA037,EA039,EA040,EA041,EA042,EA043,EA044,EA051,EA054,EA055,EA062,EA065,EA066,EA067,EA068,EA069,EA070,EA071,EA072,EA073,EA076,EA079,EA080,EA081,EA082,EA083,EA201,EA202,AnnualMeanTemperature,MonthlyMeanPrecipitation,PrecipitationConstancy,PrecipitationPredictability,TemperatureConstancy,TemperaturePredictability
Ah6,1.0,2.0,0.0,2.0,6.0,3.0,8.0,8.0,2.0,1.0,1.0,1.0,9.0,11.0,2.0,9.0,1.0,1.0,4.0,3.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,3.0,6.0,6.0,4.0,1.0,10.0,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,2.0,,,,2.0,2.0,9.0,4.0,8.0,2.0,4000.0,23.19933534,121622.591,0.317138977,0.623793936,0.617302624,0.741176659
Ah7,0.0,0.0,0.0,1.0,9.0,1.0,8.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,6.0,2.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,6.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,9.0,2.0,9.0,1.0,1.0,6.0,5.0,7.0,2.0,2.0,9.0,4.0,8.0,2.0,100000.0,25.46309669,71063.11734,0.318772605,0.664229396,0.540485961,0.707653833
Ah8,1.0,1.0,1.0,1.0,6.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,1.0,2.0,9.0,5.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,4.0,2.0,5.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,4.0,3.0,,,6.0,2.0,2.0,2.0,4.0,8.0,2.0,30000.0,20.20665192,183005.8687,0.434660853,0.686902059,0.674314356,0.795572675
Ah9,1.0,1.0,0.0,1.0,7.0,5.0,8.0,8.0,6.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,3.0,6.0,6.0,3.0,1.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,3.0,9.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,2.0,7.0,5.0,7.0,2.0,2.0,9.0,3.0,8.0,2.0,5730.0,23.33548115,110037.098,0.317595453,0.628108462,0.600681941,0.74340839
Ai1,0.0,2.0,0.0,1.0,7.0,5.0,1.0,4.0,4.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,6.0,3.0,6.0,5.0,3.0,1.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,9.0,4.0,8.0,2.0,,22.23462955,157366.6612,0.44137475,0.69113208,0.664737508,0.781562032
Ai10,0.0,2.0,0.0,2.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,2.0,6.0,2.0,9.0,4.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,5.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,7.0,1.0,9.0,1.0,4.0,10.0,9.0,9.0,2.0,9.0,1.0,9.0,2.0,2.0,9.0,9.0,7.0,2.0,2.0,2.0,4.0,8.0,2.0,,25.57075194,70906.73073,0.342457588,0.64772961,0.569825004,0.715463236
Ai11,0.0,2.0,1.0,1.0,6.0,1.0,8.0,5.0,5.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0,7.0,5.0,2.0,8.0,8.0,8.0,2.0,500000.0,21.40831669,234151.6505,0.623252737,0.78450255,0.753329383,0.808756676
Ai12,1.0,1.0,0.0,2.0,6.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,6.0,4.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,,1.0,4.0,,9.0,9.0,1.0,9.0,1.0,9.0,3.0,2.0,1.0,2.0,,2.0,2.0,9.0,4.0,8.0,2.0,20000.0,25.15970476,81763.81244,0.344257217,0.665976539,0.598233181,0.737150867
Ai13,0.0,1.0,3.0,1.0,5.0,1.0,8.0,8.0,6.0,8.0,1.0,8.0,9.0,11.0,,,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,1.0,1.0,7.0,2.0,2.0,7.0,4.0,8.0,2.0,,23.44344347,119025.8833,0.347055152,0.643600476,0.613181258,0.747356553
Ai14,0.0,3.0,2.0,1.0,4.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,,,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,3.0,2.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,,3.0,9.0,,,,,,,,1.0,1.0,,2.0,2.0,7.0,4.0,8.0,2.0,25000.0,19.47161357,155366.478,0.350682041,0.631676043,0.625347937,0.780878073
Ai15,0.0,0.0,1.0,4.0,5.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,3.0,2.0,6.0,1.0,7.0,2.0,6.0,1.0,1.0,,5.0,3.0,,9.0,,,1.0,9.0,3.0,3.0,1.0,1.0,7.0,2.0,2.0,9.0,4.0,8.0,2.0,90000.0,25.15970476,81763.81244,0.344257217,0.665976539,0.598233181,0.737150867
Ai16,0.0,1.0,1.0,3.0,5.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,,,,,,,,,,,,3.0,6.0,7.0,,,6.0,1.0,7.0,2.0,6.0,,,,,,,,,,2.0,9.0,,,5.0,5.0,7.0,2.0,3.0,9.0,4.0,8.0,2.0,15000.0,23.93756648,108514.6497,0.363015838,0.656039328,0.629501581,0.74379568
Ai17,0.0,1.0,0.0,2.0,7.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,,4.0,3.0,,9.0,,,,,,,1.0,1.0,,2.0,2.0,,2.0,8.0,2.0,44000.0,25.15970476,81763.81244,0.344257217,0.665976539,0.598233181,0.737150867
Ai18,0.0,0.0,4.0,2.0,4.0,1.0,8.0,7.0,6.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,,,,,,,,,,,,5.0,6.0,7.0,4.0,3.0,6.0,1.0,7.0,2.0,7.0,,9.0,,4.0,10.0,,9.0,4.0,9.0,,,3.0,3.0,6.0,5.0,,2.0,2.0,,4.0,8.0,2.0,30000.0,26.77476346,60110.40352,0.301676924,0.642334962,0.51119346,0.692775264
Ai19,0.0,0.0,2.0,2.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,5.0,6.0,7.0,,,1.0,1.0,7.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,11.0,3.0,2.0,2.0,,25.89959199,71711.21221,0.31913275,0.654699154,0.550146998,0.71067552
Ai2,0.0,1.0,0.0,2.0,7.0,1.0,2.0,2.0,2.0,9.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,,,,,,,,,,,9.0,2.0,,,,,,,1.0,9.0,1.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,8.0,1.0,2000.0,25.80387618,86573.50108,0.354352516,0.660909925,0.597140885,0.734270772
Ai20,0.0,0.0,2.0,3.0,5.0,1.0,8.0,6.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,,,,,,,1.0,9.0,,,,,,,7.0,2.0,2.0,9.0,4.0,8.0,2.0,65000.0,25.2574582,82576.39842,0.342510738,0.657302223,0.58970428,0.733534204
Ai21,1.0,0.0,1.0,2.0,5.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,2.0,4.0,10.0,1.0,7.0,2.0,6.0,1.0,1.0,,,3.0,,,4.0,9.0,,,4.0,3.0,,,,2.0,2.0,9.0,4.0,8.0,2.0,26000.0,26.12802776,75442.2055,0.3136329,0.652570114,0.571581755,0.725470832
Ai22,0.0,1.0,0.0,3.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,2.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,,1.0,4.0,,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,,,6.0,2.0,2.0,7.0,4.0,8.0,2.0,,25.19426693,106302.7051,0.350509093,0.655875897,0.614427101,0.75439165
Ai23,0.0,0.0,0.0,1.0,9.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,5.0,7.0,3.0,2.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,2.0,1.0,1.0,7.0,5.0,2.0,3.0,8.0,8.0,2.0,180000.0,22.6887966,177855.312,0.610314325,0.795489309,0.751083642,0.817427992
Ai24,0.0,0.0,0.0,1.0,9.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,2.0,1.0,6.0,1.0,3.0,1.0,6.0,1.0,,,,,,,1.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,9.0,3.0,8.0,2.0,24000.0,22.50870046,141941.7609,0.443688885,0.685038334,0.653097533,0.780004594
Ai25,0.0,1.0,2.0,1.0,6.0,1.0,8.0,5.0,5.0,,,,,,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,5.0,7.0,,,10.0,1.0,3.0,1.0,6.0,1.0,1.0,,5.0,3.0,,9.0,1.0,9.0,1.0,9.0,3.0,2.0,6.0,5.0,,2.0,2.0,2.0,4.0,8.0,,80000.0,22.55246397,177067.3056,0.572941482,0.783048927,0.731373221,0.812092422
Ai26,0.0,1.0,2.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,1.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,6.0,3.0,5.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0,8.0,2.0,115000.0,22.45053379,185720.423,0.572089707,0.78125352,0.73089918,0.810975895
Ai27,0.0,2.0,1.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,3.0,3.0,6.0,5.0,2.0,2.0,5.0,1.0,3.0,1.0,6.0,1.0,,,,,,,,,,,3.0,3.0,,,,2.0,2.0,9.0,4.0,8.0,2.0,50000.0,21.83753019,215884.6641,0.558051696,0.76585407,0.720719271,0.797038926
Ai28,0.0,2.0,0.0,1.0,7.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,,3.0,4.0,7.0,3.0,2.0,5.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,4.0,8.0,2.0,5500.0,22.43182743,230789.7401,0.65984666,0.794959772,0.761149688,0.812725553
Ai29,0.0,1.0,0.0,3.0,6.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,4.0,9.0,4.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,2.0,2.0,5.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,,,1.0,1.0,7.0,2.0,2.0,11.0,3.0,8.0,2.0,150000.0,19.55026552,199654.5255,0.568948887,0.715447931,0.762440244,0.805686575
Ai3,1.0,2.0,1.0,0.0,6.0,1.0,2.0,5.0,5.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,2.0,3.0,6.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,4.0,8.0,2.0,2000000.0,21.95688464,191222.4513,0.499659524,0.735685942,0.692684496,0.785914138
Ai30,0.0,0.0,2.0,2.0,6.0,1.0,5.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,4.0,7.0,2.0,2.0,6.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,2.0,9.0,,,1.0,1.0,7.0,2.0,2.0,3.0,4.0,8.0,2.0,19000.0,20.16360766,226443.0598,0.635182479,0.764210347,0.768628538,0.81085479
Ai31,0.0,2.0,0.0,2.0,6.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,1.0,1.0,,,,2.0,2.0,2.0,4.0,8.0,2.0,50000.0,19.92797222,199016.4928,0.554509989,0.724555664,0.747971026,0.800531736
Ai32,1.0,0.0,0.0,4.0,5.0,1.0,2.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,,3.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,,4.0,3.0,,9.0,1.0,9.0,1.0,9.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,4.0,8.0,2.0,240000.0,22.9247409,140933.373,0.421938801,0.589365433,0.653602028,0.754599719
Ai33,0.0,1.0,2.0,3.0,4.0,1.0,2.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,2.0,4.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,3.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,,2.0,3.0,,9.0,1.0,9.0,1.0,9.0,,,1.0,1.0,7.0,2.0,2.0,2.0,4.0,8.0,2.0,66000.0,23.31765468,143130.0985,0.420641547,0.60737177,0.64031828,0.751334553
Ai34,0.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,5.0,9.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,5.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,,,1.0,2.0,,2.0,2.0,7.0,4.0,8.0,1.0,20000.0,22.08297037,181716.4031,0.475648525,0.696540157,0.681888004,0.774985176
Ai35,2.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,1.0,1.0,5.0,5.0,,2.0,2.0,7.0,4.0,8.0,2.0,5000.0,23.61649912,136019.13,0.425358921,0.677985225,0.620292004,0.767758792
Ai36,0.0,1.0,1.0,2.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,,3.0,6.0,5.0,2.0,2.0,5.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,2.0,6.0,5.0,6.0,2.0,4.0,2.0,4.0,8.0,2.0,,24.84792175,116212.5778,0.415409506,0.67985948,0.614764455,0.751599007
Ai37,0.0,0.0,0.0,2.0,8.0,1.0,8.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,5.0,6.0,6.0,4.0,2.0,,1.0,7.0,2.0,7.0,1.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0,8.0,2.0,20000.0,25.57075194,70906.73073,0.342457588,0.64772961,0.569825004,0.715463236
Ai38,0.0,1.0,0.0,3.0,6.0,1.0,8.0,2.0,2.0,9.0,1.0,1.0,9.0,10.0,3.0,9.0,1.0,1.0,4.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,2.0,3.0,6.0,6.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,3.0,9.0,1.0,3.0,10.0,9.0,9.0,2.0,9.0,1.0,9.0,,,,,,2.0,2.0,9.0,4.0,8.0,1.0,14000.0,25.62836725,97561.55477,0.364790715,0.673001125,0.592538221,0.759318866
Ai39,0.0,1.0,0.0,3.0,6.0,1.0,8.0,2.0,2.0,9.0,1.0,1.0,9.0,10.0,3.0,9.0,1.0,1.0,4.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,5.0,3.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,6.0,3.0,9.0,1.0,3.0,10.0,9.0,9.0,2.0,9.0,1.0,9.0,3.0,3.0,,,,2.0,2.0,9.0,4.0,8.0,1.0,6000.0,25.7611338,83224.02109,0.348093761,0.658935186,0.594658907,0.726439533
Ai4,0.0,1.0,0.0,3.0,6.0,2.0,3.0,7.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,8.0,15.0,9.0,4.0,5.0,6.0,5.0,3.0,1.0,10.0,1.0,7.0,2.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,12000.0,25.86598334,91944.26192,0.370049258,0.636211148,0.586465015,0.745463402
Ai40,0.0,1.0,0.0,3.0,6.0,1.0,7.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,7.0,2.0,7.0,1.0,9.0,1.0,4.0,10.0,9.0,9.0,2.0,9.0,1.0,9.0,3.0,3.0,9.0,9.0,6.0,2.0,3.0,9.0,4.0,8.0,2.0,20000.0,25.7611338,83224.02109,0.348093761,0.658935186,0.594658907,0.726439533
Ai41,0.0,1.0,0.0,3.0,6.0,1.0,2.0,5.0,5.0,9.0,1.0,8.0,2.0,6.0,2.0,9.0,4.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,2.0,5.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,7.0,1.0,9.0,1.0,4.0,10.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,,,7.0,2.0,2.0,9.0,4.0,8.0,1.0,8000.0,25.7611338,83224.02109,0.348093761,0.658935186,0.594658907,0.726439533
Ai42,0.0,1.0,0.0,3.0,6.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,3.0,1.0,4.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,6.0,2.0,9.0,1.0,3.0,10.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,1.0,2.0,6.0,2.0,2.0,9.0,4.0,8.0,2.0,3500.0,25.0612008,69907.88513,0.338192659,0.665595091,0.555055522,0.723129762
Ai43,0.0,1.0,0.0,3.0,6.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,5.0,5.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,2.0,5.0,6.0,6.0,3.0,1.0,7.0,1.0,7.0,2.0,7.0,1.0,9.0,1.0,5.0,10.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,,,7.0,2.0,2.0,3.0,4.0,8.0,2.0,37000.0,25.0612008,69907.88513,0.338192659,0.665595091,0.555055522,0.723129762
Ai44,0.0,1.0,2.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,1.0,6.0,1.0,4.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,5.0,6.0,7.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,1.0,,1.0,4.0,,9.0,9.0,4.0,9.0,,,,,1.0,2.0,,2.0,2.0,2.0,4.0,8.0,2.0,35000.0,22.92792762,187101.7919,0.380216719,0.63353834,0.653619569,0.759475729
Ai45,0.0,1.0,1.0,2.0,6.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,6.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,,,,,,,,,,,,,,,7.0,2.0,2.0,2.0,4.0,8.0,2.0,,24.27147736,123292.8354,0.376659217,0.637085147,0.61617398,0.770187652
Ai46,0.0,1.0,2.0,1.0,6.0,5.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,,1.0,4.0,,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,1.0,2.0,,2.0,2.0,2.0,4.0,8.0,2.0,3000.0,20.24194014,178159.1594,0.372100487,0.642023331,0.641531575,0.76715532
Ai47,1.0,1.0,1.0,1.0,6.0,5.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,2.0,2.0,6.0,1.0,7.0,2.0,6.0,1.0,9.0,1.0,,10.0,9.0,,1.0,9.0,1.0,9.0,,,1.0,2.0,6.0,2.0,2.0,11.0,3.0,8.0,2.0,,20.24194014,178159.1594,0.372100487,0.642023331,0.641531575,0.76715532
Ai5,1.0,1.0,0.0,1.0,7.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,4.0,3.0,4.0,7.0,2.0,1.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,2.0,,,,2.0,2.0,8.0,4.0,8.0,2.0,33000.0,20.46878431,221198.5343,0.599868237,0.770241463,0.754555298,0.804136665
Ai6,1.0,1.0,1.0,2.0,5.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,5.0,4.0,1.0,9.0,4.0,2.0,6.0,5.0,7.0,2.0,,9.0,4.0,8.0,2.0,100000.0,25.47652383,103203.7507,0.382769873,0.678459919,0.590933228,0.758885116
Ai7,1.0,1.0,1.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,,3.0,5.0,7.0,3.0,1.0,5.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,1.0,1.0,7.0,2.0,2.0,9.0,4.0,8.0,2.0,200000.0,21.01229167,144436.2512,0.429393236,0.687669252,0.6593743,0.788882272
Ai8,1.0,1.0,0.0,3.0,5.0,1.0,2.0,5.0,5.0,9.0,1.0,8.0,2.0,6.0,2.0,9.0,5.0,5.0,1.0,1.0,9.0,9.0,1.0,3.0,15.0,9.0,2.0,5.0,6.0,6.0,3.0,2.0,6.0,1.0,7.0,2.0,7.0,1.0,9.0,1.0,4.0,10.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,2.0,,,7.0,2.0,2.0,9.0,4.0,8.0,1.0,8000.0,25.14718173,71805.98956,0.335912486,0.652274777,0.562094031,0.716989879
Ai9,0.0,1.0,3.0,1.0,5.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,7.0,2.0,7.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,,,,,7.0,2.0,2.0,2.0,4.0,8.0,2.0,,25.48419941,83846.93072,0.33929578,0.65465359,0.589968672,0.726212701
Aj1,0.0,1.0,0.0,3.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,3.0,6.0,5.0,3.0,2.0,1.0,2.0,7.0,2.0,6.0,1.0,,1.0,5.0,,9.0,9.0,1.0,9.0,1.0,9.0,2.0,2.0,,,7.0,2.0,2.0,11.0,3.0,8.0,2.0,560000.0,22.51345889,98681.60794,0.338960301,0.492104991,0.633191688,0.739436564
